fold,domain,user_id,emotion,w_gt,w_pred
0,art,3,impressed,0.9984319615196362,0.009452593
0,art,3,intellectual,-0.05660826263760813,-0.00027469697
0,art,3,motivated,0.1541188902097846,0.0028334076
0,art,3,amused,0.05374260264106373,0.0014647512
0,art,3,nostalgic,0.0121094419768836,-0.0013865428
0,art,3,sad,0.17545520399742312,0.014759369
0,art,3,distasteful,-0.366058892027486,0.007335765
0,art,14,impressed,0.20328945373733392,0.25872728
0,art,14,intellectual,0.27883927866091884,-0.09690294
0,art,14,motivated,0.17576185491286395,0.0052478253
0,art,14,amused,0.4927964686789674,0.5807725
0,art,14,nostalgic,0.025863085830940963,0.28378102
0,art,14,sad,0.133065174927248,0.088833325
0,art,14,distasteful,-0.08581910680564742,0.20433882
0,art,15,impressed,0.05574887009843009,0.024522414
0,art,15,intellectual,0.09460001657249115,0.029404555
0,art,15,motivated,0.12746646326455527,0.027883954
0,art,15,amused,0.09573317813511982,0.035467763
0,art,15,nostalgic,0.04162332272250842,0.029218882
0,art,15,sad,0.04157482905854097,-0.0060705226
0,art,15,distasteful,-0.02055214166010274,-0.022665394
0,art,19,impressed,0.32223737896997184,0.16165365
0,art,19,intellectual,0.23550196337328944,0.2560779
0,art,19,motivated,0.14014625246936255,-0.012686138
0,art,19,amused,0.3273756497380552,0.13640827
0,art,19,nostalgic,0.16933079373368154,0.07493908
0,art,19,sad,-0.054971818432407976,0.06903469
0,art,19,distasteful,-0.1232771692152429,-0.13659564
0,art,21,impressed,0.04440582917295509,0.13622604
0,art,21,intellectual,0.14167777220667185,0.05770256
0,art,21,motivated,-0.021039078378743536,-0.1551095
0,art,21,amused,0.9474995796407606,0.1619781
0,art,21,nostalgic,0.01513426983716775,0.33402056
0,art,21,sad,0.43229425806803606,0.46170124
0,art,21,distasteful,-0.021997199607559026,-0.22109738
0,art,22,impressed,0.6840106888162213,0.33449382
0,art,22,intellectual,0.11892915256896239,0.13788253
0,art,22,motivated,-0.18247167299601696,0.096597195
0,art,22,amused,0.32562591151444525,0.29208955
0,art,22,nostalgic,0.28190000601707077,0.31874168
0,art,22,sad,0.20344689733399712,0.30966666
0,art,22,distasteful,-0.18315293436794378,0.24346544
0,art,30,impressed,0.30943599872649274,-0.12440377
0,art,30,intellectual,0.21732456586073567,-0.022366203
0,art,30,motivated,0.2473980998084555,0.16519508
0,art,30,amused,0.46564513922072226,0.10362449
0,art,30,nostalgic,-0.0627499424510289,-0.23940657
0,art,30,sad,0.0028801061095867775,-0.28142834
0,art,30,distasteful,-0.18217488258515657,-0.07450671
0,art,50,impressed,0.2949020667510038,0.2047678
0,art,50,intellectual,0.18327564815863823,0.0522707
0,art,50,motivated,-0.042168670198896356,0.14637657
0,art,50,amused,0.3244301703371045,0.09128778
0,art,50,nostalgic,0.054839299792376006,-0.049999613
0,art,50,sad,0.00777085947591552,0.09747926
0,art,50,distasteful,0.03362150927001328,0.054384366
0,art,57,impressed,-0.005470350730510845,-0.27535868
0,art,57,intellectual,-0.06799198238864121,-0.1259875
0,art,57,motivated,0.022865482073296306,0.0563142
0,art,57,amused,-0.023531495745895595,0.48288578
0,art,57,nostalgic,0.09702582561302743,-0.15596208
0,art,57,sad,0.07503109035391256,0.34343743
0,art,57,distasteful,-0.33485742987657596,-0.47361153
0,art,62,impressed,0.2397785024930067,0.13616167
0,art,62,intellectual,0.1772685393785626,0.061889302
0,art,62,motivated,0.2351820677842103,0.09962092
0,art,62,amused,0.10708544199473638,0.086361535
0,art,62,nostalgic,0.3461416627197649,0.12547784
0,art,62,sad,0.10302855803125993,0.09206357
0,art,62,distasteful,-0.4153027502600979,-0.13170713
0,art,63,impressed,0.06450352083053026,0.021589285
0,art,63,intellectual,0.24010423175253875,0.016082529
0,art,63,motivated,0.10879508781180536,0.04690963
0,art,63,amused,0.0961411923983453,0.048919026
0,art,63,nostalgic,-0.04049332079082067,0.022107495
0,art,63,sad,0.016438974411523487,-0.0412205
0,art,63,distasteful,-0.13203220841649888,-0.005819964
0,art,79,impressed,0.2780732731292993,0.16802606
0,art,79,intellectual,0.15361633586195828,0.14388996
0,art,79,motivated,0.2537589074379785,-0.21757935
0,art,79,amused,0.20351657114526084,0.15638065
0,art,79,nostalgic,0.27353985629078875,0.32050216
0,art,79,sad,0.0382594581896655,0.060406853
0,art,79,distasteful,-0.12399576907119247,-0.018213129
0,art,80,impressed,0.7541531584811688,0.5913125
0,art,80,intellectual,0.4622093372305544,-0.037785526
0,art,80,motivated,0.04161016427614311,0.12839635
0,art,80,amused,0.3282134406370185,-0.09192896
0,art,80,nostalgic,0.2751651073304542,0.6948634
0,art,80,sad,0.05390901056800168,0.1632497
0,art,80,distasteful,-0.22233393519886702,-0.06883742
0,art,85,impressed,0.18717528537923278,0.0018946928
0,art,85,intellectual,0.20945433838818095,-0.00818324
0,art,85,motivated,0.08306961587465918,0.012301765
0,art,85,amused,0.25505339718298875,0.10507319
0,art,85,nostalgic,0.07350857313383707,0.018605694
0,art,85,sad,0.023525343409408955,-0.092955515
0,art,85,distasteful,-0.13248586928779035,-0.08097528
0,art,86,impressed,0.265807720026717,0.09498214
0,art,86,intellectual,-0.05165531081781821,0.035307404
0,art,86,motivated,0.14417533839420937,0.07969805
0,art,86,amused,0.2860361301553529,0.07265009
0,art,86,nostalgic,0.16167724092199828,0.019768724
0,art,86,sad,0.04220506181630288,0.008690615
0,art,86,distasteful,-0.18878706355788774,-0.028148673
0,art,98,impressed,0.3803960488360257,0.07747957
0,art,98,intellectual,0.12516512640846433,0.38994956
0,art,98,motivated,0.007065115075936521,-0.25954086
0,art,98,amused,0.7889108897562573,0.23255615
0,art,98,nostalgic,0.1805985282467058,0.5573143
0,art,98,sad,0.2511313638080406,0.4743661
0,art,98,distasteful,-0.5999306391095028,-0.57293415
0,art,99,impressed,1.2769306451351592,0.07397275
0,art,99,intellectual,-0.09136348754065438,0.24111173
0,art,99,motivated,0.0316472592899848,0.09393438
0,art,99,amused,0.36949670138127566,0.34594247
0,art,99,nostalgic,0.23773913965491333,0.44046935
0,art,99,sad,0.10944565444757803,0.09632993
0,art,99,distasteful,-0.5222671033452579,-0.20763783
0,art,105,impressed,0.2846301344797908,0.009806735
0,art,105,intellectual,0.16657023464597256,0.0038848044
0,art,105,motivated,0.23214096289102243,0.0077151363
0,art,105,amused,0.255544016278973,0.016347436
0,art,105,nostalgic,0.10702041922670133,0.012568666
0,art,105,sad,0.05314215994716234,0.0015011827
0,art,105,distasteful,-0.20951816599449657,-0.00895993
0,art,109,impressed,0.25257526154459986,0.024224255
0,art,109,intellectual,0.1807268271102151,0.18272825
0,art,109,motivated,0.06519713797035423,-0.0046859365
0,art,109,amused,0.44533501056775826,-0.07675161
0,art,109,nostalgic,0.04176855465787893,-0.028163185
0,art,109,sad,-0.024951168836960025,0.06810605
0,art,109,distasteful,-0.07370010169438365,-0.45906547
0,art,110,impressed,0.221013738095766,0.30890426
0,art,110,intellectual,0.10480176845695896,0.074583694
0,art,110,motivated,0.04489101668639537,-0.024053669
0,art,110,amused,0.21779369748491642,0.019877939
0,art,110,nostalgic,-0.06128145757531804,0.023611866
0,art,110,sad,-0.22111059297754923,0.11710534
0,art,110,distasteful,0.06450310630362868,-0.2954307
0,art,116,impressed,0.4065809827156497,0.15385702
0,art,116,intellectual,0.21361501482110282,0.101638824
0,art,116,motivated,0.20701867690453837,0.12332388
0,art,116,amused,0.13654387476709362,0.1972746
0,art,116,nostalgic,-0.012979697024989356,0.081961885
0,art,116,sad,0.2361728257593903,0.16356815
0,art,116,distasteful,-0.294870369917016,-0.08228387
0,art,117,impressed,0.35680410466742346,0.3057153
0,art,117,intellectual,0.15503761728230675,0.25213018
0,art,117,motivated,0.08054199310391473,0.070283405
0,art,117,amused,0.46862120246841754,0.066755965
0,art,117,nostalgic,0.10811961690485361,0.26711386
0,art,117,sad,-0.04215412936632412,0.048074838
0,art,117,distasteful,-0.601340092369528,-0.28650138
0,art,126,impressed,0.6021362305807144,0.12958503
0,art,126,intellectual,0.21526544283271504,0.0911548
0,art,126,motivated,0.11140734756403536,0.11323652
0,art,126,amused,0.2326097528526757,0.10390185
0,art,126,nostalgic,0.13159240173455145,0.14463864
0,art,126,sad,0.0917794287517511,-0.008529055
0,art,126,distasteful,-0.2055131883456151,-0.12989862
0,art,127,impressed,0.3572952223045546,0.18255015
0,art,127,intellectual,0.030575969894050006,-0.06353058
0,art,127,motivated,0.10945683928156622,0.091621324
0,art,127,amused,0.36713322068137133,0.27335656
0,art,127,nostalgic,0.2549984248591616,0.09032104
0,art,127,sad,-0.12631710379250405,-0.02752532
0,art,127,distasteful,-0.5140799522430513,-0.45381707
0,art,136,impressed,0.09374672454862085,0.09952824
0,art,136,intellectual,-0.1505191797390687,0.08715007
0,art,136,motivated,3.2875227236818494e-16,0.033969346
0,art,136,amused,0.7085260189913385,0.06857093
0,art,136,nostalgic,0.1746762375185713,0.07253379
0,art,136,sad,-0.07185080446461418,0.04518587
0,art,136,distasteful,-0.08633453290092824,-0.27597457
0,art,144,impressed,0.22079146577313477,0.07601093
0,art,144,intellectual,0.08243048196379744,0.043972418
